Response_ID,DOB,Gender,Industry,Occupation,Employees_No,Employees_No_Order,Are_You_Manager,Household,Household_Order,Experience,Experience_Order,Area,Last_Year_Actual_Work_Time_Remotely,Last_Year_Has_AgreedTo_Org_Encouraged_Remote_Work,Last_Year_Has_AgreedTo_Org_Encouraged_Remote_Work_Order,Last_Year_Has_AgreedTo_Org_Prepared_Remote_Work,Last_Year_Has_AgreedTo_Org_Prepared_Remote_Work_Order,Last_Year_Has_AgreedTo_Employees_UsedTo_Remote_Work,Last_Year_Has_AgreedTo_Employees_UsedTo_Remote_Work_Order,Last_Year_Has_AgreedTo_Get_Easy_Permission_Remote_Work,Last_Year_Has_AgreedTo_Get_Easy_Permission_Remote_Work_Order,Last_Year_Has_AgreedTo_Colleagues_Easyily_Collaborated_Remote_Work,Last_Year_Has_AgreedTo_Colleagues_Easyily_Collaborated_Remote_Work_Order,Last_Year_Has_AgreedTo_Would_Recommend_Remote_Work,Last_Year_Has_AgreedTo_Would_Recommend_Remote_Work_Order,Last_Year_Preferred_Work_Time_Remotely,Last_3Months_Actual_Work_Time_Remotely,Last_3Months_Has_AgreedTo_Org_Encouraged_Remote_Work,Last_3Months_Has_AgreedTo_Org_Encouraged_Remote_Work_Order,Last_3Months_Has_AgreedTo_Org_Prepared_Remote_Work,Last_3Months_Has_AgreedTo_Org_Prepared_Remote_Work_Order,Last_3Months_Has_AgreedTo_Employees_UsedTo_Remote_Work,Last_3Months_Has_AgreedTo_Employees_UsedTo_Remote_Work_Order,Last_3Months_Has_AgreedTo_Get_Easy_Permission_Remote_Work,Last_3Months_Has_AgreedTo_Get_Easy_Permission_Remote_Work_Order,Last_3Months_Has_AgreedTo_Colleagues_Easyily_Collaborated_Remote_Work,Last_3Months_Has_AgreedTo_Colleagues_Easyily_Collaborated_Remote_Work_Order,Last_3Months_Has_AgreedTo_Would_Recommend_Remote_Work,Last_3Months_Has_AgreedTo_Would_Recommend_Remote_Work_Order,Last_3Months_Preferred_Work_Time_Remotely,Always_Preferred_Work_Time_Remotely,Would_Employer_Encourage_Remote_Work,Would_Employer_Encourage_Remote_Work_Order,Would_Employer_Support_Remote_Work,Would_Employer_Support_Remote_Work_Order,Would_Choose_Remote_Work,Would_Choose_Remote_Work_Order,Your_Productivity_Comparison,PrepareForWorkAndCommuting_At_Workplace_Hours,Work_At_Workplace_Hours,PersonalAndFamilyTime_At_Workplace_Hours,CaringAndResponsibilities_At_Workplace_Hours,PrepareForWorkAndCommuting_At_Remote_Work_Hours,Work_At_Remote_Work_Hours,PersonalAndFamilyTime_At_Remote_Work_Hours,CaringAndResponsibilities_At_Remote_Work_Hours,Biggest_Barriers,Smallest_Barriers,Best_Aspects,Worst_Aspects
1374,1960,Female,Wholesale Trade,Professionals - ICT Professionals,More than 200,5,NA,Single person,1,More than 5 years,3,Metro," 0% - Rarely or never",NA,6,NA,6,NA,6,NA,6,NA,6,NA,6," 50% - About half of my time"," 30%",Strongly disagree,1,Neither agree nor disagree,3,Strongly disagree,1,Strongly disagree,1,Strongly agree,5,Strongly agree,5,100% - All of my time,NA,Strongly disagree,1,Strongly disagree,1,Strongly disagree,1,More Productive By 50 %,2,5,1,2,0,5,2,2,Poor management,Feeling left out and/or isolated,My mental wellbeing,My working relationships
1375,1963,Female,Health Care and Social Assistance,Managers - Specialist Managers,More than 200,5,NA,Multiple family household,6,More than 5 years,3,Metro," 0% - Rarely or never",NA,6,NA,6,NA,6,NA,6,NA,6,NA,6," 50% - About half of my time"," 50% - I spent about half of my time remote working",Somewhat disagree,2,Somewhat disagree,2,Somewhat disagree,2,Somewhat disagree,2,Somewhat agree,4,Somewhat agree,4,100% - All of my time,NA,Strongly disagree,1,Strongly disagree,1,Strongly disagree,1,Level Of The Productivity Is The Same,2,9,4,2,1,6,5,4,Management discourages remote working,Feeling left out and/or isolated,My mental wellbeing,My job satisfaction
1376,1972,Female,Retail Trade,Managers - Specialist Managers,More than 200,5,NA,One  parent family with dependent children,3,Between 1 and 5 years,2,Metro," 20%",Somewhat agree,4,Somewhat agree,4,Somewhat agree,4,Somewhat agree,4,Somewhat agree,4,Somewhat agree,4," 20%"," 30%",Neither agree nor disagree,3,Somewhat agree,4,Somewhat agree,4,Somewhat agree,4,Somewhat agree,4,Somewhat agree,4," 30%",NA,Somewhat agree,4,Somewhat agree,4,Somewhat agree,4,More Productive By 30 %,1,8,4,4,0,4,12,4,Connectivity (internet connection),My organisation's software and systems,Preparing for work and commuting,The number of hours  I work
1377,1958,Male,Manufacturing,"Managers - Chief Executives, General Managers and Legislators",I am the only employee,1,NA,Couple with dependent children,4,More than 5 years,3,Regional,100% - I spent all of my time remote working,Strongly agree,5,Strongly agree,5,Strongly agree,5,Strongly agree,5,Strongly agree,5,Strongly agree,5,100% - All of my time,100% - I spent all of my time remote working,Strongly agree,5,Strongly agree,5,Strongly agree,5,Strongly agree,5,Strongly agree,5,Strongly agree,5,100% - All of my time,NA,Strongly agree,5,Strongly agree,5,Strongly agree,5,More Productive By 50 %,1,12,9,2,1,12,9,2,Caring responsibilities,Management discourages remote working,Managing my family responsibilities,My daily expenses
1378,1985,Male,Manufacturing,"Managers - Chief Executives, General Managers and Legislators",More than 200,5,NA,Couple with dependent children,4,More than 5 years,3,Metro," 40%",Neither agree nor disagree,3,Neither agree nor disagree,3,Neither agree nor disagree,3,Somewhat agree,4,Somewhat agree,4,Neither agree nor disagree,3," 20%"," 40%",Neither agree nor disagree,3,Somewhat agree,4,Neither agree nor disagree,3,Neither agree nor disagree,3,Neither agree nor disagree,3,Somewhat agree,4," 30%",NA,Neither agree nor disagree,3,Somewhat agree,4,Somewhat agree,4,More Productive By 30 %,1,10,8,5,0.5,16,5.5,2,Connectivity (internet connection),Caring responsibilities,Managing my family responsibilities,My job satisfaction
1379,1964,Female,Financial and Insurance Services,Managers - Specialist Managers,Between 20 and 199,4,NA,Couple with no dependent children,2,Between 1 and 5 years,2,Metro," 0% - Rarely or never",NA,6,NA,6,NA,6,NA,6,NA,6,NA,6," 20%",100% - I spent all of my time remote working,Strongly agree,5,Strongly agree,5,Somewhat agree,4,Strongly agree,5,Strongly agree,5,Strongly agree,5,100% - All of my time,NA,Somewhat agree,4,Neither agree nor disagree,3,Neither agree nor disagree,3,More Productive By 50 %,3,9,3,1,0,11,3,1,Cyber security,Feeling left out and/or isolated,Preparing for work and commuting,My mental wellbeing
1380,1965,Male,Wholesale Trade,"Clerical and administrative  - Clerical and Office Support ",More than 200,5,NA,Single person,1,More than 5 years,3,Metro," 20%",Neither agree nor disagree,3,Neither agree nor disagree,3,Somewhat agree,4,Somewhat agree,4,Somewhat agree,4,Somewhat disagree,2," 20%"," 0% - Rarely or never",NA,6,NA,6,NA,6,NA,6,NA,6,NA,6," 30%",NA,Neither agree nor disagree,3,Neither agree nor disagree,3,Neither agree nor disagree,3,Level Of The Productivity Is The Same,2,8,6,2,0.5,8,7,2,Feeling left out and/or isolated,Poor management,My daily expenses,My on-the-job learning opportunities
1381,1977,Female,"Transport, Postal and Warehousing","Clerical and administrative  - Clerical and Office Support ",Between 20 and 199,4,NA,One  parent family with dependent children,3,More than 5 years,3,Regional," 0% - Rarely or never",NA,6,NA,6,NA,6,NA,6,NA,6,NA,6," 20%",100% - I spent all of my time remote working,Strongly agree,5,Strongly agree,5,Somewhat agree,4,Strongly agree,5,Strongly agree,5,Strongly agree,5," 50% - About half of my time",NA,Neither agree nor disagree,3,Somewhat disagree,2,Neither agree nor disagree,3,More Productive By 30 %,1,6.5,0.5,0,0.25,8,0.5,1,Lack of motivation,Lack of remote working skills,Managing my personal commitments,My working relationships
1382,1977,Male,"Professional, Scientific and Technical Services","Professionals - Business, Human Resource and Marketing Professionals",Between 20 and 199,4,NA,Single person,1,Between 1 and 5 years,2,Metro," 1% - 9% - Less than 10% of my time",Somewhat disagree,2,Somewhat agree,4,Somewhat agree,4,Somewhat agree,4,Neither agree nor disagree,3,Strongly disagree,1," 1% - 9% - Less than 10% of my time"," 50% - I spent about half of my time remote working",Neither agree nor disagree,3,Strongly agree,5,Strongly agree,5,Strongly agree,5,Somewhat agree,4,Strongly disagree,1," 1% - 9% - Less than 10% of my time",NA,Neither agree nor disagree,3,Somewhat disagree,2,Somewhat agree,4,Level Of The Productivity Is The Same,1.5,8,0.5,0,0.5,8.5,1,0,"My living situation (e.g. location, home size, who I live with)",I have tasks that can't be done remotely,Preparing for work and commuting,My working relationships
1383,1982,Male,"Transport, Postal and Warehousing","Managers - Chief Executives, General Managers and Legislators",Between 20 and 199,4,NA,Couple with no dependent children,2,Between 1 and 5 years,2,Metro," 50% - I spent about half of my time remote working",Somewhat agree,4,Somewhat agree,4,Somewhat agree,4,Somewhat agree,4,Somewhat agree,4,Somewhat agree,4," 50% - About half of my time"," 50% - I spent about half of my time remote working",Somewhat agree,4,Somewhat agree,4,Somewhat agree,4,Somewhat agree,4,Somewhat agree,4,Somewhat agree,4," 60%",NA,Somewhat agree,4,Somewhat agree,4,Somewhat agree,4,More Productive By 40 %,1,2,2,1,1,2,2,1,Management discourages remote working,Cyber security,Preparing for work and commuting,Preparing for work and commuting
1384,1972,Female,Construction,Clerical and administrative  - Personal Assistants and Secretaries,Between 5 and 19,3,NA,Couple with dependent children,4,More than 5 years,3,Metro," 1% - 9% - Less than 10% of my time",Somewhat disagree,2,Somewhat agree,4,Strongly disagree,1,Somewhat agree,4,Somewhat disagree,2,Neither agree nor disagree,3," 0% - I would not have preferred to work remotely"," 0% - Rarely or never",NA,6,NA,6,NA,6,NA,6,NA,6,NA,6," 0% - I would not have preferred to work remotely",NA,Somewhat agree,4,Neither agree nor disagree,3,Neither agree nor disagree,3,Less Productive By 10 %,1,7.5,4,4,0,7,5,4,Feeling left out and/or isolated,Lack of motivation,The number of hours  I work,My mental wellbeing
1385,1957,Female,Accommodation and Food Services,"Managers - Chief Executives, General Managers and Legislators",Between 5 and 19,3,NA,Couple with no dependent children,2,More than 5 years,3,Regional," 30%",Neither agree nor disagree,3,Strongly agree,5,Somewhat disagree,2,Strongly agree,5,Strongly agree,5,Strongly agree,5," 50% - About half of my time"," 80%",Neither agree nor disagree,3,Strongly agree,5,Somewhat disagree,2,Strongly agree,5,Strongly agree,5,Strongly agree,5," 80%",NA,Neither agree nor disagree,3,Neither agree nor disagree,3,Neither agree nor disagree,3,More Productive By 50 %,1.5,7,5,2,0,7,5,4,Difficulty collaborating remotely,Lack of motivation,My work-life balance,My working relationships
1386,1994,Male,Financial and Insurance Services,"Managers - Chief Executives, General Managers and Legislators",Between 20 and 199,4,NA,Single person,1,Between 1 and 5 years,2,Metro," 50% - I spent about half of my time remote working",Somewhat agree,4,Neither agree nor disagree,3,Neither agree nor disagree,3,Somewhat disagree,2,Neither agree nor disagree,3,Somewhat disagree,2," 50% - About half of my time"," 50% - I spent about half of my time remote working",Somewhat agree,4,Neither agree nor disagree,3,Neither agree nor disagree,3,Somewhat disagree,2,Neither agree nor disagree,3,Somewhat disagree,2," 50% - About half of my time",NA,Somewhat disagree,2,Neither agree nor disagree,3,Somewhat agree,4,Level Of The Productivity Is The Same,5,5,5,5,5,5,5,5,Lack of motivation,"My workspace (e.g. suitable chair, lighting, noise levels, facilities)",Managing my family responsibilities,My on-the-job learning opportunities
1387,1957,Male,"Professional, Scientific and Technical Services","Professionals - Business, Human Resource and Marketing Professionals",I am the only employee,1,NA,Couple with dependent children,4,Between 1 and 5 years,2,Metro," 60%",Strongly agree,5,Strongly agree,5,Strongly agree,5,Strongly agree,5,Neither agree nor disagree,3,Somewhat agree,4," 50% - About half of my time"," 90%",Strongly agree,5,Strongly agree,5,Strongly agree,5,Strongly agree,5,Neither agree nor disagree,3,Somewhat agree,4," 50% - About half of my time",NA,Strongly agree,5,Strongly agree,5,Strongly disagree,1,Level Of The Productivity Is The Same,2,9,3,1,1,9,3,1,Feeling left out and/or isolated,"IT equipment (computer, printer, etc.)",My daily expenses,My opportunities to socialise
1388,1956,Female,Education and Training,Professionals - Education Professionals,Between 5 and 19,3,NA,Couple with no dependent children,2,More than 5 years,3,Regional," 1% - 9% - Less than 10% of my time",Neither agree nor disagree,3,Somewhat agree,4,Strongly disagree,1,Somewhat disagree,2,Strongly agree,5,Somewhat agree,4," 1% - 9% - Less than 10% of my time"," 1% - 9% - Less than 10% of my time",Somewhat agree,4,Somewhat agree,4,Somewhat disagree,2,Somewhat agree,4,Somewhat agree,4,Somewhat agree,4," 1% - 9% - Less than 10% of my time",NA,Neither agree nor disagree,3,Somewhat agree,4,Somewhat disagree,2,Level Of The Productivity Is The Same,1,4,3,8,1,3,3,8,Lack of motivation,Caring responsibilities,Preparing for work and commuting,My daily expenses
1389,1961,Female,Mining,"Clerical and administrative  - Other Clerical and Administrative ",Between 20 and 199,4,NA,Single person,1,Between 6 and 12 months,1,Regional," 30%",Strongly disagree,1,Somewhat agree,4,Somewhat disagree,2,Strongly agree,5,Neither agree nor disagree,3,Neither agree nor disagree,3," 20%"," 20%",Neither agree nor disagree,3,Strongly agree,5,Somewhat disagree,2,Strongly agree,5,Strongly agree,5,Neither agree nor disagree,3," 20%",NA,Neither agree nor disagree,3,Neither agree nor disagree,3,Somewhat agree,4,More Productive By 20 %,0.25,7,5,2,0.25,8,6,4,"IT equipment (computer, printer, etc.)",Lack of remote working skills,My work-life balance,My mental wellbeing
1390,1982,Male,Retail Trade,Clerical and administrative  - Office Managers and Program Administrators,More than 200,5,NA,Couple with dependent children,4,More than 5 years,3,Metro," 40%",Somewhat agree,4,Strongly agree,5,Somewhat agree,4,Neither agree nor disagree,3,Neither agree nor disagree,3,Somewhat agree,4," 40%"," 40%",Strongly agree,5,Strongly agree,5,Strongly agree,5,Neither agree nor disagree,3,Somewhat disagree,2,Somewhat agree,4," 50% - About half of my time",NA,Strongly agree,5,Strongly agree,5,Somewhat agree,4,Less Productive By 10 %,0.5,9,6,8.5,0.5,10,7,6.5,"IT equipment (computer, printer, etc.)",Lack of motivation,My work-life balance,My opportunities to socialise
1391,1984,Male,"Professional, Scientific and Technical Services","Professionals - Design, Engineering, Science and Transport Professionals",Between 20 and 199,4,NA,Couple with dependent children,4,More than 5 years,3,Metro," 30%",Strongly agree,5,Strongly agree,5,Strongly agree,5,Strongly agree,5,Strongly agree,5,Strongly agree,5," 30%"," 70%",Strongly agree,5,Strongly agree,5,Strongly agree,5,Strongly agree,5,Strongly agree,5,Strongly agree,5," 40%",NA,Strongly agree,5,Strongly agree,5,Strongly agree,5,Level Of The Productivity Is The Same,1,7,3,3,0,7,6,7,"My living situation (e.g. location, home size, who I live with)",Lack of motivation,My mental wellbeing,My work-life balance
1392,1973,Male,Other Services,"Professionals - Legal, Social and Welfare Professionals",Between 20 and 199,4,NA,Couple with dependent children,4,More than 5 years,3,Metro," 40%",Strongly agree,5,Strongly agree,5,Strongly agree,5,Strongly agree,5,Strongly agree,5,Strongly agree,5," 10%"," 30%",Strongly agree,5,Strongly agree,5,Strongly agree,5,Strongly agree,5,Strongly agree,5,Strongly agree,5," 40%",NA,Strongly agree,5,Strongly agree,5,Strongly agree,5,More Productive By 30 %,1.5,8,4.5,10,1.5,8,3,4,"IT equipment (computer, printer, etc.)",Lack of motivation,My daily expenses,My working relationships
1393,1971,Male,Financial and Insurance Services,"Managers - Chief Executives, General Managers and Legislators",Between 20 and 199,4,NA,Couple with no dependent children,2,More than 5 years,3,Metro," 0% - Rarely or never",NA,6,NA,6,NA,6,NA,6,NA,6,NA,6," 1% - 9% - Less than 10% of my time"," 1% - 9% - Less than 10% of my time",Somewhat agree,4,Somewhat agree,4,Somewhat disagree,2,Strongly agree,5,Somewhat disagree,2,Somewhat disagree,2," 1% - 9% - Less than 10% of my time",NA,Somewhat agree,4,Somewhat agree,4,Somewhat agree,4,Less Productive By 10 %,2.5,8,4,1,0,9,6,1,Difficulty collaborating remotely,Lack of motivation,Preparing for work and commuting,My working relationships
1394,1979,Male,Information Media and Telecommunications,"Professionals - Business, Human Resource and Marketing Professionals",More than 200,5,NA,Couple with dependent children,4,More than 5 years,3,Metro,100% - I spent all of my time remote working,Strongly agree,5,Somewhat agree,4,Somewhat agree,4,Somewhat agree,4,Strongly agree,5,Strongly agree,5,100% - All of my time,100% - I spent all of my time remote working,Strongly agree,5,Somewhat agree,4,Strongly agree,5,Strongly agree,5,Strongly agree,5,Strongly agree,5,100% - All of my time,NA,Strongly agree,5,Strongly agree,5,Strongly agree,5,More Productive By 50 %,2,6,4,2,1,8,3,3,"My living situation (e.g. location, home size, who I live with)",Lack of motivation,Preparing for work and commuting,My personal relationships
1395,1978,Female,Financial and Insurance Services,"Professionals - Business, Human Resource and Marketing Professionals",More than 200,5,NA,Couple with dependent children,4,More than 5 years,3,Metro," 20%",Somewhat agree,4,Somewhat agree,4,Somewhat disagree,2,Neither agree nor disagree,3,Somewhat agree,4,Somewhat agree,4," 20%",100% - I spent all of my time remote working,Strongly agree,5,Somewhat agree,4,Strongly agree,5,Strongly agree,5,Somewhat agree,4,Somewhat agree,4," 40%",NA,Strongly agree,5,Somewhat agree,4,Strongly agree,5,Level Of The Productivity Is The Same,2,8,2.5,3,0,9,3,3,Feeling left out and/or isolated,Management discourages remote working,Preparing for work and commuting,My working relationships
1396,1961,Female,"Professional, Scientific and Technical Services",Clerical and administrative  - Personal Assistants and Secretaries,More than 200,5,NA,Couple with no dependent children,2,Between 1 and 5 years,2,Regional," 90%",Somewhat agree,4,Strongly agree,5,Somewhat agree,4,Somewhat agree,4,Strongly agree,5,Somewhat agree,4,100% - All of my time,100% - I spent all of my time remote working,Strongly agree,5,Strongly agree,5,Strongly agree,5,Strongly agree,5,Strongly agree,5,Somewhat agree,4," 90%",NA,Strongly agree,5,Strongly agree,5,Strongly agree,5,More Productive By 50 %,2,10,2,1,0.5,12,1,1,"My living situation (e.g. location, home size, who I live with)",I have tasks that can't be done remotely,Managing my personal commitments,My work-life balance
1397,1995,Female,Public Administration and Safety,"Professionals - Business, Human Resource and Marketing Professionals",More than 200,5,NA,Multiple family household,6,Between 1 and 5 years,2,Metro," 20%",Somewhat agree,4,Somewhat agree,4,Somewhat agree,4,Strongly agree,5,Somewhat disagree,2,Strongly agree,5," 20%",100% - I spent all of my time remote working,Strongly agree,5,Somewhat agree,4,Somewhat agree,4,Strongly agree,5,Somewhat agree,4,Strongly agree,5,100% - All of my time,NA,Strongly agree,5,Strongly agree,5,Somewhat agree,4,Level Of The Productivity Is The Same,2,8,5,0,0.5,8,6,1,Lack of motivation,Management discourages remote working,Preparing for work and commuting,My job satisfaction
1398,1958,Female,Education and Training,"Managers - Chief Executives, General Managers and Legislators",Between 5 and 19,3,NA,Couple with no dependent children,2,More than 5 years,3,Metro," 30%",Strongly agree,5,Strongly agree,5,Strongly agree,5,Strongly agree,5,Strongly agree,5,Strongly agree,5," 80%",100% - I spent all of my time remote working,Strongly agree,5,Strongly agree,5,Strongly agree,5,Strongly agree,5,Strongly agree,5,Strongly agree,5,100% - All of my time,NA,Strongly agree,5,Strongly agree,5,Strongly agree,5,Level Of The Productivity Is The Same,1,7,5,1,0,7,4,2,Difficulty collaborating remotely,"IT equipment (computer, printer, etc.)",My work-life balance,The number of hours  I work
1399,1977,Male,Other Services,"Professionals - Design, Engineering, Science and Transport Professionals",More than 200,5,NA,Single person,1,Between 1 and 5 years,2,Metro," 0% - Rarely or never",NA,6,NA,6,NA,6,NA,6,NA,6,NA,6," 20%"," 10%",Somewhat agree,4,Somewhat agree,4,Strongly agree,5,Neither agree nor disagree,3,Somewhat agree,4,Strongly agree,5," 10%",NA,Somewhat agree,4,Somewhat agree,4,Strongly agree,5,Level Of The Productivity Is The Same,1,7.5,2,2,0,8,4,4,Connectivity (internet connection),"My living situation (e.g. location, home size, who I live with)",My work-life balance,My on-the-job learning opportunities
1400,1987,Female,Financial and Insurance Services,Professionals - ICT Professionals,More than 200,5,NA,Couple with dependent children,4,More than 5 years,3,Metro," 60%",Somewhat agree,4,Somewhat agree,4,Somewhat agree,4,Strongly agree,5,Somewhat agree,4,Somewhat agree,4," 90%",100% - I spent all of my time remote working,Strongly agree,5,Somewhat agree,4,Strongly agree,5,Strongly agree,5,Somewhat agree,4,Strongly agree,5,100% - All of my time,NA,Strongly agree,5,Somewhat disagree,2,Neither agree nor disagree,3,More Productive By 50 %,3,7,2.5,2.5,0,10,3,4,Difficulty collaborating remotely,Lack of motivation,My work-life balance,My working relationships
