ID,Response_ID,DOB,Gender,Industry,Occupation,Employees_No,Employees_No_Order,Are_You_Manager,Household,Household_Order,Experience,Experience_Order,Area,Actual_Work_Time_Remotely,Preferred_Work_Time_Remotely,Always_Preferred_Work_Time_Remotely,Would_Employer_Encourage_Remote_Work,Would_Employer_Encourage_Remote_Work_Order,Would_Employer_Support_Remote_Work,Would_Employer_Support_Remote_Work_Order,Would_Choose_Remote_Work,Would_Choose_Remote_Work_Order,Your_Productivity_Comparison,PrepareForWorkAndCommuting_At_Workplace_Hours,Work_At_Workplace_Hours,PersonalAndFamilyTime_At_Workplace_Hours,CaringAndResponsibilities_At_Workplace_Hours,PrepareForWorkAndCommuting_At_Remote_Work_Hours,Work_At_Remote_Work_Hours,PersonalAndFamilyTime_At_Remote_Work_Hours,CaringAndResponsibilities_At_Remote_Work_Hours,Biggest_Barriers,Smallest_Barriers,Year
2647,1143,1960,Female,Health Care and Social Assistance,Community and personal service workers - Health and Welfare Support Workers,More than 200,5,No,Other one family household,5,More than 5 years,3,Metro," 60%"," 50% - About half of my time"," 50% - About half of my time",Somewhat likely,4,Very likely,5,Somewhat likely,4,More Productive By 10 %,4,7,4,2,0.5,7.5,6,2,Lack of privacy,Lack of appropriate work and meeting spaces,2021
2648,1144,1985,Male,Wholesale Trade,Clerical and administrative workers - Numerical Clerks,Between 20 and 199,4,No,Couple with no dependent children,2,Between 1 and 5 years,2,Metro," 40%"," 60%"," 40%",Somewhat unlikely,2,Somewhat unlikely,2,Somewhat unlikely,2,More Productive By 20 %,2,8,3,4,0,8,4,4,NA,NA,2021
2649,1145,1982,Female,Health Care and Social Assistance,Professionals - Health Professionals,More than 200,5,No,Group household,7,Between 1 and 5 years,2,Metro," 50% - I spent about half of my time remote working"," 50% - About half of my time"," 50% - About half of my time",Neither unlikely or likely,3,Neither unlikely or likely,3,Neither unlikely or likely,3,Level Of The Productivity Is The Same,3,7,4,2,0.5,7,5.5,3,Lack of appropriate work and meeting spaces,Connectivity/internet issues,2021
2650,1146,1985,Female,Financial and Insurance,Managers - Specialist Managers,Between 5 and 19,3,Yes,Couple with dependent children,4,Between 1 and 5 years,2,Regional," 1% - 9% - Less than 10% of my time"," 50% - About half of my time"," 20%",Very unlikely,1,Somewhat unlikely,2,Very unlikely,1,Less Productive By 10 %,2.5,8,2.5,4,0.5,8,4.5,4,Problems with audio-visual setup,Lack of privacy,2021
2651,1147,1970,Female,Education and Training,Professionals - Education Professionals,More than 200,5,No,Couple with dependent children,4,Between 1 and 5 years,2,Metro," 20%"," 20%"," 20%",Very unlikely,1,Somewhat unlikely,2,Somewhat unlikely,2,Less Productive By 10 %,2.5,8.5,2,4.5,0.5,10,2.5,4.5,Difficulty collaborating with remote colleagues,Lack of privacy,2021
2652,1148,1989,Male,Financial and Insurance,"Professionals - Business, Human Resource and Marketing Professionals",Between 20 and 199,4,Yes,Couple with no dependent children,2,Between 1 and 5 years,2,Metro," 70%",100% - All of my time," 70%",Neither unlikely or likely,3,Somewhat likely,4,Somewhat likely,4,More Productive By 20 %,2,10,3,3,0,10,4,3,Connectivity/internet issues,Difficulty collaborating with remote colleagues,2021
2653,1149,1998,Female,Other Services,Sales workers - Sales Assistants and Salespersons,Between 20 and 199,4,Yes,Multiple family household,6,Between 6 and 12 months,1,Metro," 50% - I spent about half of my time remote working"," 50% - About half of my time"," 40%",Somewhat unlikely,2,Neither unlikely or likely,3,Very likely,5,Level Of The Productivity Is The Same,1,8,2,3,1,8,2,3,NA,NA,2021
2654,1150,1994,Female,Financial and Insurance,"Professionals - Business, Human Resource and Marketing Professionals",Between 20 and 199,4,Yes,Couple with dependent children,4,More than 5 years,3,Metro," 30%"," 30%"," 30%",Very likely,5,Very likely,5,Very likely,5,More Productive By 50 %,2,8,5,5,2,8,5,5,Connectivity/internet issues,Noisy work environment,2021
2655,1151,1972,Female,Education and Training,Managers - Specialist Managers,More than 200,5,Yes,One parent family with dependent children,3,More than 5 years,3,Metro,100% - I spent all of my time remote working," 50% - About half of my time"," 40%",Somewhat likely,4,Somewhat likely,4,Somewhat likely,4,Less Productive By 20 %,1.5,8,3.5,4,0.5,8,4.5,4,NA,NA,2021
2656,1152,1988,Male,Wholesale Trade,Technicians and trades workers - Construction Trades Workers,Between 20 and 199,4,Yes,Couple with no dependent children,2,Between 1 and 5 years,2,Metro," 80%"," 80%"," 60%",Very likely,5,Very likely,5,Somewhat likely,4,More Productive By 40 %,10,12,0.5,0.5,5,10,3,3,NA,NA,2021
2657,1153,1986,Female,Information Media and Telecommunications,Professionals - ICT Professionals,Between 5 and 19,3,No,Group household,7,Between 1 and 5 years,2,Metro," 20%"," 40%"," 40%",Neither unlikely or likely,3,Neither unlikely or likely,3,Somewhat likely,4,More Productive By 30 %,2.5,9,3.5,2,0.5,10.5,4,2,NA,NA,2021
2658,1154,1989,Male,Administrative and Support,Managers - Specialist Managers,Between 5 and 19,3,No,Couple with dependent children,4,Between 1 and 5 years,2,Metro,100% - I spent all of my time remote working," 80%"," 50% - About half of my time",Very unlikely,1,Very unlikely,1,Very unlikely,1,More Productive By 50 %,0.5,7,6,3,0.5,7,6,3,NA,NA,2021
2659,1155,1990,Female,Manufacturing,Managers - Farmers and Farm Managers,Between 20 and 199,4,Yes,Couple with dependent children,4,More than 5 years,3,Metro," 80%"," 80%"," 90%",Somewhat likely,4,Somewhat likely,4,Somewhat likely,4,More Productive By 30 %,4,5,4,5,5,5,3,4,NA,NA,2021
2660,1156,1974,Male,Other Services,"Managers - Chief Executives, General Managers and Legislators",More than 200,5,Yes,Couple with dependent children,4,More than 5 years,3,Metro," 50% - I spent about half of my time remote working"," 50% - About half of my time"," 50% - About half of my time",Somewhat likely,4,Very likely,5,Very likely,5,More Productive By 50 %,1,8,2,5,2,8,4,2,NA,NA,2021
2661,1157,1960,Female,Wholesale Trade,"Managers - Hospitality, Retail and Service Managers",Between 5 and 19,3,Yes,Other one family household,5,More than 5 years,3,Metro," 30%"," 50% - About half of my time"," 50% - About half of my time",Neither unlikely or likely,3,Somewhat likely,4,Neither unlikely or likely,3,More Productive By 20 %,1,7,5,4,0.5,9,3.5,3,Difficulty collaborating with remote colleagues,Noisy work environment,2021
2662,1158,1968,Female,Accommodation and Food,"Professionals - Business, Human Resource and Marketing Professionals",Between 1 and 4,2,No,Couple with no dependent children,2,Between 1 and 5 years,2,Metro," 50% - I spent about half of my time remote working"," 60%"," 60%",Somewhat likely,4,Somewhat likely,4,Somewhat likely,4,More Productive By 20 %,2,8,4,2,0.5,8,4.5,3,Connectivity/internet issues,Noisy work environment,2021
2663,1159,1987,Male,Financial and Insurance,Sales workers - Sales Support Workers,More than 200,5,No,Couple with no dependent children,2,Between 6 and 12 months,1,Metro," 80%"," 20%"," 20%",Somewhat unlikely,2,Neither unlikely or likely,3,Neither unlikely or likely,3,Level Of The Productivity Is The Same,2,9,4,2,0.5,9.5,4,3,Difficulty collaborating with remote colleagues,Interruptions,2021
2664,1160,1965,Female,Education and Training,"Managers - Chief Executives, General Managers and Legislators",Between 1 and 4,2,Yes,Couple with no dependent children,2,More than 5 years,3,Metro," 50% - I spent about half of my time remote working"," 50% - About half of my time"," 50% - About half of my time",Neither unlikely or likely,3,Neither unlikely or likely,3,Neither unlikely or likely,3,Level Of The Productivity Is The Same,1,6,8,1,1,6,8,1,Lack of appropriate work and meeting spaces,Problems with audio-visual setup,2021
2665,1161,1962,Female,Education and Training,Clerical and administrative workers - Personal Assistants and Secretaries,Between 20 and 199,4,No,Single person,1,More than 5 years,3,Regional," 20%"," 50% - About half of my time"," 50% - About half of my time",Neither unlikely or likely,3,Neither unlikely or likely,3,Neither unlikely or likely,3,Less Productive By 20 %,1,8,4,4,2,8,1,6,Problems with audio-visual setup,Lack of privacy,2021
2666,1162,1970,Female,"Professional, Scientific and Technical",Managers - Specialist Managers,More than 200,5,Yes,Couple with no dependent children,2,More than 5 years,3,Metro," 90%"," 90%"," 90%",Neither unlikely or likely,3,Neither unlikely or likely,3,Neither unlikely or likely,3,Level Of The Productivity Is The Same,1,8,5,2,0.5,9,4.5,2,Difficulty collaborating with remote colleagues,Noisy work environment,2021
2667,1163,1974,Female,Retail Trade,"Professionals - Business, Human Resource and Marketing Professionals",Between 20 and 199,4,No,Couple with dependent children,4,More than 5 years,3,Metro," 50% - I spent about half of my time remote working"," 50% - About half of my time"," 70%",Somewhat likely,4,Neither unlikely or likely,3,Somewhat unlikely,2,Less Productive By 10 %,1.5,11.5,2,2,1,5,5,4,Difficulty innovating,Noisy work environment,2021
2668,1164,1983,Male,"Professional, Scientific and Technical",Professionals - ICT Professionals,More than 200,5,No,Couple with dependent children,4,More than 5 years,3,Metro,100% - I spent all of my time remote working,100% - All of my time," 60%",Neither unlikely or likely,3,Somewhat likely,4,Neither unlikely or likely,3,Level Of The Productivity Is The Same,3,8,4,3,0,8,5,5,Noisy work environment,Connectivity/internet issues,2021
2669,1165,1992,Female,Education and Training,Professionals - Education Professionals,More than 200,5,No,Group household,7,Between 6 and 12 months,1,Metro," 0% - Rarely or never"," 0% - I would not have preferred to work remotely"," 0% - I would prefer not to work remotely",Somewhat unlikely,2,Somewhat unlikely,2,Somewhat unlikely,2,Less Productive By 20 %,1,7,8,1,0.5,7,8.5,1,Difficulty collaborating with remote colleagues,Noisy work environment,2021
2670,1166,1968,Female,Financial and Insurance,Clerical and administrative workers - General Clerical Workers,More than 200,5,No,Couple with no dependent children,2,More than 5 years,3,Metro,100% - I spent all of my time remote working,100% - All of my time,100% - All of my time,Neither unlikely or likely,3,Neither unlikely or likely,3,Neither unlikely or likely,3,More Productive By 50 %,0,9,4,3,0,9,4,3,NA,NA,2021
2671,1167,1976,Female,Financial and Insurance,Clerical and administrative workers - Other Clerical and Administrative Workers,Between 20 and 199,4,No,Couple with no dependent children,2,Between 1 and 5 years,2,Metro,100% - I spent all of my time remote working,100% - All of my time,100% - All of my time,Somewhat unlikely,2,Somewhat unlikely,2,Somewhat unlikely,2,More Productive By 20 %,2.5,8,1.5,4,0.5,8,3.5,3,NA,NA,2021
2672,1168,1991,Male,Retail Trade,Sales workers - Sales Assistants and Salespersons,More than 200,5,No,Couple with no dependent children,2,Between 1 and 5 years,2,Metro," 10%"," 20%"," 10%",Somewhat unlikely,2,Somewhat likely,4,Somewhat likely,4,More Productive By 20 %,2,8,4,2,0.5,8,3.5,4,Interruptions,Connectivity/internet issues,2021
2673,1169,1960,Female,Education and Training,Professionals - Education Professionals,Between 5 and 19,3,Yes,Single person,1,More than 5 years,3,Regional," 0% - Rarely or never",100% - All of my time,100% - All of my time,Very unlikely,1,Very unlikely,1,Very unlikely,1,More Productive By 50 %,1,6,4,5,1,8,3,5,Connectivity/internet issues,Lack of appropriate work and meeting spaces,2021
2674,1170,1987,Female,Information Media and Telecommunications,"Professionals - Design, Engineering, Science and Transport Professionals",More than 200,5,No,Couple with dependent children,4,Between 1 and 5 years,2,Metro," 70%"," 70%"," 70%",Very likely,5,Somewhat likely,4,Somewhat likely,4,More Productive By 30 %,3,7.5,2,1.5,4,8,2,1,Lack of appropriate work and meeting spaces,Problems with audio-visual setup,2021
2675,1171,1964,Female,Manufacturing,Managers - Specialist Managers,Between 5 and 19,3,No,Single person,1,More than 5 years,3,Metro," 1% - 9% - Less than 10% of my time"," 50% - About half of my time"," 50% - About half of my time",Neither unlikely or likely,3,Neither unlikely or likely,3,Neither unlikely or likely,3,More Productive By 30 %,3,8,4,1,0,10,3,2,Noisy work environment,Lack of privacy,2021
2676,1172,1996,Male,Wholesale Trade,"Technicians and trades workers - Engineering, ICT and Science Technicians",Between 5 and 19,3,Yes,Couple with dependent children,4,More than 5 years,3,Metro," 50% - I spent about half of my time remote working"," 50% - About half of my time"," 50% - About half of my time",Neither unlikely or likely,3,Neither unlikely or likely,3,Neither unlikely or likely,3,More Productive By 50 %,1,8,8,2,1,8,6,4,Noisy work environment,Lack of privacy,2021
2677,1173,1990,Female,Financial and Insurance,"Managers - Chief Executives, General Managers and Legislators",Between 20 and 199,4,Yes,Single person,1,Between 1 and 5 years,2,Regional," 30%"," 30%"," 20%",Somewhat likely,4,Very likely,5,Somewhat likely,4,More Productive By 30 %,4,6,4,3,4,4,4,4,Connectivity/internet issues,Problems with audio-visual setup,2021
2678,1174,1993,Female,Wholesale Trade,"Managers - Chief Executives, General Managers and Legislators",Between 20 and 199,4,Yes,Couple with dependent children,4,Between 1 and 5 years,2,Metro,100% - I spent all of my time remote working,100% - All of my time,100% - All of my time,Somewhat unlikely,2,Very unlikely,1,Very unlikely,1,More Productive By 20 %,2,8,3,2,0,8,5,2,NA,NA,2021
2679,1175,1996,Female,Arts and Recreation,"Managers - Hospitality, Retail and Service Managers",Between 20 and 199,4,No,Group household,7,Between 1 and 5 years,2,Metro," 40%"," 50% - About half of my time"," 50% - About half of my time",Very likely,5,Very likely,5,Very likely,5,Less Productive By 20 %,1,8,3,4,0,8,5,3,NA,NA,2021
2680,1176,1988,Female,"Professional, Scientific and Technical","Professionals - Business, Human Resource and Marketing Professionals",More than 200,5,No,Couple with dependent children,4,Between 1 and 5 years,2,Metro,100% - I spent all of my time remote working,100% - All of my time," 80%",Neither unlikely or likely,3,Neither unlikely or likely,3,Neither unlikely or likely,3,Level Of The Productivity Is The Same,3,7,5,2,1,7,7,2,NA,NA,2021
2681,1177,2001,Female,Financial and Insurance,"Professionals - Design, Engineering, Science and Transport Professionals",Between 20 and 199,4,No,Single person,1,Between 6 and 12 months,1,Metro," 20%"," 20%"," 30%",Neither unlikely or likely,3,Neither unlikely or likely,3,Somewhat unlikely,2,Level Of The Productivity Is The Same,1,10,3,3,1,10,3,2,Noisy work environment,Connectivity/internet issues,2021
2682,1178,1974,Female,Administrative and Support,Clerical and administrative workers - Personal Assistants and Secretaries,More than 200,5,No,One parent family with dependent children,3,Between 1 and 5 years,2,Metro," 80%",100% - All of my time,100% - All of my time,Somewhat unlikely,2,Somewhat unlikely,2,Somewhat unlikely,2,More Productive By 50 %,2,7,2,5,0,7,5,4,NA,NA,2021
2683,1179,1968,Male,Other Services,Sales workers - Sales Assistants and Salespersons,More than 200,5,No,Couple with no dependent children,2,Between 1 and 5 years,2,Metro," 30%"," 80%"," 50% - About half of my time",Neither unlikely or likely,3,Somewhat likely,4,Somewhat unlikely,2,Less Productive By 20 %,2,9,3,3,1,7,5,3,Problems with audio-visual setup,Difficulty innovating,2021
2684,1180,1993,Female,Retail Trade,Clerical and administrative workers - Clerical and Office Support Workers,More than 200,5,No,Couple with no dependent children,2,Between 6 and 12 months,1,Metro," 80%"," 90%"," 80%",Neither unlikely or likely,3,Somewhat unlikely,2,Somewhat unlikely,2,More Productive By 20 %,1,8,5,3,0.5,7,5.5,4,Lack of privacy,Connectivity/internet issues,2021
2685,1181,1975,Female,Arts and Recreation,Managers - Specialist Managers,More than 200,5,Yes,Other one family household,5,Between 1 and 5 years,2,Metro,100% - I spent all of my time remote working,100% - All of my time,100% - All of my time,Somewhat unlikely,2,Somewhat unlikely,2,Somewhat unlikely,2,More Productive By 30 %,4,12,3,0,1,10,4,4,NA,NA,2021
2686,1182,1988,Female,Education and Training,Managers - Specialist Managers,More than 200,5,Yes,Couple with dependent children,4,Between 1 and 5 years,2,Metro," 20%"," 20%"," 1% - 9% - Less than 10% of my time",Neither unlikely or likely,3,Somewhat unlikely,2,Neither unlikely or likely,3,Less Productive By 20 %,5,8,2,2,6,8,1,2,Difficulty collaborating with remote colleagues,Interruptions,2021
